90761861;Tracy;Vaughn;thansen@buffalo.edu;1033744307585;Biomedical
50904951;Ashley;Perez;patrickchang@buffalo.edu;3754692165873;Electrical
60189166;Crystal;Howard;teresasaunders@buffalo.edu;4174172532573;Biomedical
61527072;Theresa;Marshall;shariduarte@buffalo.edu;3684735801756;Mechanical
40518178;Lori;Reynolds;wiserichard@buffalo.edu;5212503006802;Biomedical
91154146;Catherine;Gaines;owensmelanie@buffalo.edu;9618233667063;Civil
15529154;Christina;Adams;jane57@buffalo.edu;9814114029263;Electrical
98587355;Luis;Fisher;anita71@buffalo.edu;7727852646198;Civil
41348127;Shawn;Bell;xjenkins@buffalo.edu;8673634772374;Civil
75254700;Carol;Noble;eboyd@buffalo.edu;8102505927636;Computer Science
32482958;Peter;Cobb;uwoodward@buffalo.edu;8352889962979;Mechanical
90270760;Scott;Sanchez;cbridges@buffalo.edu;0023793186457;Electrical
31905847;Nathan;Bridges;peter57@buffalo.edu;3126783500631;Industrial
88580965;Ashley;Gibbs;cynthia28@buffalo.edu;7468811970369;Industrial
51887161;Christopher;Johnson;taustin@buffalo.edu;8527419743668;Mechanical
40642780;Madison;Baker;moorecourtney@buffalo.edu;1876560169220;Biomedical
67682834;John;Soto;darrellcarter@buffalo.edu;3880588027045;Biomedical
23330865;Christina;Butler;djones@buffalo.edu;9270835183236;Chemical
68919479;Michael;Adams;zbailey@buffalo.edu;3752480154501;Electrical
49245884;Linda;Jackson;jamesspencer@buffalo.edu;1688611975243;Electrical
48484559;Anthony;Houston;joseph55@buffalo.edu;4038249066493;Chemical
51976399;Renee;Patel;werickson@buffalo.edu;0376031412270;Mechanical
58610141;Alicia;Martinez;campbellrichard@buffalo.edu;0285332342284;Computer Science
34326902;Jesse;Hoover;nicoleacevedo@buffalo.edu;8292384073062;Civil
62063520;Jason;Ferguson;davidmiller@buffalo.edu;1036746564129;Chemical
38171885;Michaela;Gill;lambheather@buffalo.edu;2984092555484;Biomedical
74350482;Lindsay;Mcconnell;rfranklin@buffalo.edu;2745596696849;Industrial
35341634;Ryan;Baker;taylorcarla@buffalo.edu;8875464780347;Electrical
12453309;James;Garcia;laurasmith@buffalo.edu;2925940009243;Civil
77082881;Joanna;Garrison;reynoldsdarrell@buffalo.edu;2098453635227;Electrical
92106343;Brittany;Russell;renee30@buffalo.edu;9028164593052;Civil
98184015;Julie;Tucker;robertaadams@buffalo.edu;7218486976296;Industrial
98164949;Lisa;Schroeder;ayalamary@buffalo.edu;7416441588100;Electrical
28588526;Pamela;Russell;bolson@buffalo.edu;2169303600962;Computer Science
49889546;Richard;Mcclain;cmercer@buffalo.edu;8282392197444;Chemical
11207086;Michelle;Atkins;kimberly04@buffalo.edu;2821505259115;Chemical
70540726;Martin;Washington;christopher57@buffalo.edu;6878681326852;Mechanical
29216415;Eric;Cruz;elizabeth84@buffalo.edu;5769597853806;Industrial
59121782;Matthew;Hunt;jonesdaniel@buffalo.edu;9380881095052;Civil
75235877;Timothy;Rocha;hsmith@buffalo.edu;7520782649730;Electrical
93628005;Carol;Cherry;alexanderbeth@buffalo.edu;9286635643343;Computer Science
59937705;Sheri;Allen;cynthiamorris@buffalo.edu;4828917732959;Chemical
21917949;Amber;Conway;joshuaharris@buffalo.edu;5003392871484;Electrical
66341640;Lisa;Allison;holly60@buffalo.edu;1052498748675;Chemical
22035146;Jessica;Cowan;zdavis@buffalo.edu;9859193001419;Mechanical
27232623;Kelsey;Johnston;xcarr@buffalo.edu;4422932234742;Industrial
46414747;James;Taylor;xrussell@buffalo.edu;9058724194930;Mechanical
37800791;Joy;Lowe;dustinryan@buffalo.edu;3275734315745;Computer Science
47946542;Jeffery;Tran;bennettstephanie@buffalo.edu;1827264832147;Mechanical
60488350;William;Cooper;tfitzgerald@buffalo.edu;8920497896373;Civil
21774297;Connor;Morales;steven20@buffalo.edu;3196618383371;Chemical
23373318;William;Munoz;april96@buffalo.edu;4790553037383;Industrial
29239924;Joel;Ruiz;mary46@buffalo.edu;4191759913263;Industrial
75084895;Justin;Holmes;jocelyn21@buffalo.edu;5153348666027;Biomedical
94483299;Donna;Rose;iburns@buffalo.edu;9643122786204;Industrial
86893067;Christopher;Richardson;mgarcia@buffalo.edu;9174948623198;Chemical
76661537;Debra;Burton;thomascarolyn@buffalo.edu;2299211414979;Industrial
87620505;Robert;Williams;careyshannon@buffalo.edu;4660433192383;Computer Science
11433642;Kathy;Fisher;tiffany59@buffalo.edu;6341743441527;Biomedical
96345273;Seth;Welch;odixon@buffalo.edu;9832041643774;Computer Science
27811994;Charlotte;Adams;kbenson@buffalo.edu;1064593562135;Industrial
73401614;Scott;Mcdaniel;melindaortiz@buffalo.edu;1872108673616;Biomedical
49772808;Carolyn;Turner;angela50@buffalo.edu;0155733597482;Mechanical
63730470;Alexis;Smith;jaredgardner@buffalo.edu;4118940312722;Computer Science
32522785;Scott;Decker;graysusan@buffalo.edu;1634637988526;Electrical
11123192;Brianna;Waller;justin85@buffalo.edu;7454223750579;Industrial
48428744;Emma;Smith;daniellori@buffalo.edu;6958207677503;Computer Science
19143031;Tracy;Anderson;stoneemily@buffalo.edu;9431608750394;Industrial
66221222;Shane;Palmer;tonimiller@buffalo.edu;6634768064726;Electrical
67919978;Samantha;Foster;nshannon@buffalo.edu;9478546925067;Mechanical
